time_s,current_A,soc,ocv_V,v_rc_V,v_terminal_V
1.900000000000000000e+01,0.000000000000000000e+00,9.000000000000000222e-01,4.021221474770753090e+00,0.000000000000000000e+00,4.021221474770753090e+00
2.000000000000000000e+01,0.000000000000000000e+00,9.000000000000000222e-01,4.021221474770753090e+00,0.000000000000000000e+00,4.021221474770753090e+00
2.100000000000000000e+01,0.000000000000000000e+00,9.000000000000000222e-01,4.021221474770753090e+00,0.000000000000000000e+00,4.021221474770753090e+00
2.200000000000000000e+01,0.000000000000000000e+00,9.000000000000000222e-01,4.021221474770753090e+00,0.000000000000000000e+00,4.021221474770753090e+00
2.300000000000000000e+01,0.000000000000000000e+00,9.000000000000000222e-01,4.021221474770753090e+00,0.000000000000000000e+00,4.021221474770753090e+00
2.400000000000000000e+01,0.000000000000000000e+00,9.000000000000000222e-01,4.021221474770753090e+00,0.000000000000000000e+00,4.021221474770753090e+00
2.500000000000000000e+01,0.000000000000000000e+00,9.000000000000000222e-01,4.021221474770753090e+00,0.000000000000000000e+00,4.021221474770753090e+00
2.600000000000000000e+01,0.000000000000000000e+00,9.000000000000000222e-01,4.021221474770753090e+00,0.000000000000000000e+00,4.021221474770753090e+00
2.700000000000000000e+01,0.000000000000000000e+00,9.000000000000000222e-01,4.021221474770753090e+00,0.000000000000000000e+00,4.021221474770753090e+00
2.800000000000000000e+01,0.000000000000000000e+00,9.000000000000000222e-01,4.021221474770753090e+00,0.000000000000000000e+00,4.021221474770753090e+00
2.900000000000000000e+01,0.000000000000000000e+00,9.000000000000000222e-01,4.021221474770753090e+00,0.000000000000000000e+00,4.021221474770753090e+00
3.000000000000000000e+01,0.000000000000000000e+00,9.000000000000000222e-01,4.021221474770753090e+00,0.000000000000000000e+00,4.021221474770753090e+00
3.100000000000000000e+01,0.000000000000000000e+00,9.000000000000000222e-01,4.021221474770753090e+00,0.000000000000000000e+00,4.021221474770753090e+00
3.200000000000000000e+01,0.000000000000000000e+00,9.000000000000000222e-01,4.021221474770753090e+00,0.000000000000000000e+00,4.021221474770753090e+00
3.300000000000000000e+01,0.000000000000000000e+00,9.000000000000000222e-01,4.021221474770753090e+00,0.000000000000000000e+00,4.021221474770753090e+00
3.400000000000000000e+01,0.000000000000000000e+00,9.000000000000000222e-01,4.021221474770753090e+00,0.000000000000000000e+00,4.021221474770753090e+00
3.500000000000000000e+01,0.000000000000000000e+00,9.000000000000000222e-01,4.021221474770753090e+00,0.000000000000000000e+00,4.021221474770753090e+00
3.600000000000000000e+01,0.000000000000000000e+00,9.000000000000000222e-01,4.021221474770753090e+00,0.000000000000000000e+00,4.021221474770753090e+00
3.700000000000000000e+01,0.000000000000000000e+00,9.000000000000000222e-01,4.021221474770753090e+00,0.000000000000000000e+00,4.021221474770753090e+00
3.800000000000000000e+01,0.000000000000000000e+00,9.000000000000000222e-01,4.021221474770753090e+00,0.000000000000000000e+00,4.021221474770753090e+00
3.900000000000000000e+01,0.000000000000000000e+00,9.000000000000000222e-01,4.021221474770753090e+00,0.000000000000000000e+00,4.021221474770753090e+00
4.000000000000000000e+01,0.000000000000000000e+00,9.000000000000000222e-01,4.021221474770753090e+00,0.000000000000000000e+00,4.021221474770753090e+00
4.100000000000000000e+01,0.000000000000000000e+00,9.000000000000000222e-01,4.021221474770753090e+00,0.000000000000000000e+00,4.021221474770753090e+00
4.200000000000000000e+01,0.000000000000000000e+00,9.000000000000000222e-01,4.021221474770753090e+00,0.000000000000000000e+00,4.021221474770753090e+00
4.300000000000000000e+01,0.000000000000000000e+00,9.000000000000000222e-01,4.021221474770753090e+00,0.000000000000000000e+00,4.021221474770753090e+00
4.400000000000000000e+01,0.000000000000000000e+00,9.000000000000000222e-01,4.021221474770753090e+00,0.000000000000000000e+00,4.021221474770753090e+00
4.500000000000000000e+01,0.000000000000000000e+00,9.000000000000000222e-01,4.021221474770753090e+00,0.000000000000000000e+00,4.021221474770753090e+00
4.600000000000000000e+01,0.000000000000000000e+00,9.000000000000000222e-01,4.021221474770753090e+00,0.000000000000000000e+00,4.021221474770753090e+00
4.700000000000000000e+01,0.000000000000000000e+00,9.000000000000000222e-01,4.021221474770753090e+00,0.000000000000000000e+00,4.021221474770753090e+00
4.800000000000000000e+01,0.000000000000000000e+00,9.000000000000000222e-01,4.021221474770753090e+00,0.000000000000000000e+00,4.021221474770753090e+00
4.900000000000000000e+01,0.000000000000000000e+00,9.000000000000000222e-01,4.021221474770753090e+00,0.000000000000000000e+00,4.021221474770753090e+00
5.000000000000000000e+01,2.000000000000000000e+00,9.000000000000000222e-01,4.021221474770753090e+00,0.000000000000000000e+00,3.921221474770753002e+00
5.100000000000000000e+01,2.000000000000000000e+00,8.997584541062801922e-01,4.020808904741150158e+00,9.876035188666953610e-04,3.919821301222283338e+00
5.200000000000000000e+01,2.000000000000000000e+00,8.995169082125603621e-01,4.020396470381417231e+00,1.950823019971443736e-03,3.918445647361445516e+00
5.300000000000000000e+01,2.000000000000000000e+00,8.992753623188405321e-01,4.019984171973897347e+00,2.890260546857890099e-03,3.917093911427039554e+00
5.400000000000000000e+01,2.000000000000000000e+00,8.990338164251207020e-01,4.019572009800619128e+00,3.806503278561624865e-03,3.915765506522057571e+00
5.500000000000000000e+01,2.000000000000000000e+00,8.987922705314008720e-01,4.019159984143300335e+00,4.700123896616193245e-03,3.914459860246684020e+00
5.600000000000000000e+01,2.000000000000000000e+00,8.985507246376810420e-01,4.018748095283338095e+00,5.571680942997698886e-03,3.913176414340340248e+00
5.700000000000000000e+01,2.000000000000000000e+00,8.983091787439612119e-01,4.018336343501820451e+00,6.421719169231718261e-03,3.911914624332588630e+00
5.800000000000000000e+01,2.000000000000000000e+00,8.980676328502413819e-01,4.017924729079517476e+00,7.250769876880739685e-03,3.910673959202636496e+00
5.900000000000000000e+01,2.000000000000000000e+00,8.978260869565215518e-01,4.017513252296883053e+00,8.059351249624934627e-03,3.909453901047258206e+00
6.000000000000000000e+01,2.000000000000000000e+00,8.975845410628017218e-01,4.017101913434054872e+00,8.847968677143821375e-03,3.908253944756911125e+00
6.100000000000000000e+01,2.000000000000000000e+00,8.973429951690818918e-01,4.016690712770848215e+00,9.617115071001276772e-03,3.907073597699846967e+00
6.200000000000000000e+01,2.000000000000000000e+00,8.971014492753620617e-01,4.016279650586768390e+00,1.036727117273130230e-02,3.905912379414036906e+00
6.300000000000000000e+01,2.000000000000000000e+00,8.968599033816422317e-01,4.015868727160994744e+00,1.109890585431713012e-02,3.904769821306677713e+00
6.400000000000000000e+01,2.000000000000000000e+00,8.966183574879224016e-01,4.015457942772388655e+00,1.181247641125148309e-02,3.903645466361137295e+00
6.500000000000000000e+01,2.000000000000000000e+00,8.963768115942025716e-01,4.015047297699494422e+00,1.250842884836113333e-02,3.902538868851133103e+00
6.600000000000000000e+01,2.000000000000000000e+00,8.961352657004827416e-01,4.014636792220532158e+00,1.318719815857444938e-02,3.901449594061957793e+00
6.700000000000000000e+01,2.000000000000000000e+00,8.958937198067629115e-01,4.014226426613401344e+00,1.384920859480613317e-02,3.900377218018594938e+00
6.800000000000000000e+01,2.000000000000000000e+00,8.956521739130430815e-01,4.013816201155677277e+00,1.449487393512909408e-02,3.899321327220548028e+00
6.900000000000000000e+01,2.000000000000000000e+00,8.954106280193232514e-01,4.013406116124618173e+00,1.512459774139922331e-02,3.898281518383218902e+00
7.000000000000000000e+01,2.000000000000000000e+00,8.951690821256034214e-01,4.012996171797152734e+00,1.573877361149468926e-02,3.897257398185657973e+00
7.100000000000000000e+01,2.000000000000000000e+00,8.949275362318835914e-01,4.012586368449888141e+00,1.633778542532742309e-02,3.896248583024560563e+00
7.200000000000000000e+01,2.000000000000000000e+00,8.946859903381637613e-01,4.012176706359107392e+00,1.692200758478056011e-02,3.895254698774326840e+00
7.300000000000000000e+01,2.000000000000000000e+00,8.944444444444439313e-01,4.011767185800766633e+00,1.749180524772180056e-02,3.894275380553044563e+00
7.400000000000000000e+01,2.000000000000000000e+00,8.942028985507241012e-01,4.011357807050497826e+00,1.804753455623897204e-02,3.893310272494258761e+00
7.500000000000000000e+01,2.000000000000000000e+00,8.939613526570042712e-01,4.010948570383602529e+00,1.858954285924042243e-02,3.892359027524361803e+00
7.600000000000000000e+01,2.000000000000000000e+00,8.937198067632844412e-01,4.010539476075060783e+00,1.911816892955939262e-02,3.891421307145501274e+00
7.700000000000000000e+01,2.000000000000000000e+00,8.934782608695646111e-01,4.010130524399520446e+00,1.963374317569806932e-02,3.890496781223822254e+00
7.800000000000000000e+01,2.000000000000000000e+00,8.932367149758447811e-01,4.009721715631301642e+00,2.013658784834365667e-02,3.889585127782957841e+00
7.900000000000000000e+01,2.000000000000000000e+00,8.929951690821249510e-01,4.009313050044396753e+00,2.062701724178554047e-02,3.888686032802611159e+00
8.000000000000000000e+01,2.000000000000000000e+00,8.927536231884051210e-01,4.008904527912466875e+00,2.110533789035945115e-02,3.887799190022107165e+00
8.100000000000000000e+01,2.000000000000000000e+00,8.925120772946852910e-01,4.008496149508843587e+00,2.157184876004140592e-02,3.886924300748801908e+00
8.200000000000000000e+01,2.000000000000000000e+00,8.922705314009654609e-01,4.008087915106525401e+00,2.202684143531117439e-02,3.886061073671214228e+00
8.300000000000000000e+01,2.000000000000000000e+00,8.920289855072456309e-01,4.007679824978182204e+00,2.247060030140207026e-02,3.885209224676779982e+00
8.400000000000000000e+01,2.000000000000000000e+00,8.917874396135258008e-01,4.007271879396150815e+00,2.290340272205097435e-02,3.884368476674099568e+00
8.500000000000000000e+01,2.000000000000000000e+00,8.915458937198059708e-01,4.006864078632432324e+00,2.332551921285970498e-02,3.883538559419572600e+00
8.600000000000000000e+01,2.000000000000000000e+00,8.913043478260861407e-01,4.006456422958697416e+00,2.373721361037607613e-02,3.882719209348321154e+00
8.700000000000000000e+01,2.000000000000000000e+00,8.910628019323663107e-01,4.006048912646281934e+00,2.413874323700032631e-02,3.881910169409281686e+00
8.800000000000000000e+01,2.000000000000000000e+00,8.908212560386464807e-01,4.005641547966185989e+00,2.453035906181999168e-02,3.881111188904366127e+00
8.900000000000000000e+01,2.000000000000000000e+00,8.905797101449266506e-01,4.005234329189074849e+00,2.491230585747376478e-02,3.880322023331601144e+00
9.000000000000000000e+01,2.000000000000000000e+00,8.903381642512068206e-01,4.004827256585277162e+00,2.528482235314235063e-02,3.879542434232134518e+00
9.100000000000000000e+01,2.000000000000000000e+00,8.900966183574869905e-01,4.004420330424785845e+00,2.564814138376197983e-02,3.878772189041023832e+00
9.200000000000000000e+01,2.000000000000000000e+00,8.898550724637671605e-01,4.004013550977256308e+00,2.600249003555383034e-02,3.878011060941702226e+00
9.300000000000000000e+01,2.000000000000000000e+00,8.896135265700473305e-01,4.003606918512004675e+00,2.634808978796029932e-02,3.877258828724044371e+00
9.400000000000000000e+01,2.000000000000000000e+00,8.893719806763275004e-01,4.003200433298009564e+00,2.668515665207686627e-02,3.876515276645932762e+00
9.500000000000000000e+01,2.000000000000000000e+00,8.891304347826076704e-01,4.002794095603912972e+00,2.701390130566605832e-02,3.875780194298246606e+00
9.600000000000000000e+01,2.000000000000000000e+00,8.888888888888878403e-01,4.002387905698011394e+00,2.733452922483791889e-02,3.875053376473173383e+00
9.700000000000000000e+01,2.000000000000000000e+00,8.886473429951680103e-01,4.001981863848264709e+00,2.764724081247925402e-02,3.874334623035785352e+00
9.800000000000000000e+01,2.000000000000000000e+00,8.884057971014481803e-01,4.001575970322291731e+00,2.795223152351196394e-02,3.873623738798779748e+00
9.900000000000000000e+01,2.000000000000000000e+00,8.881642512077283502e-01,4.001170225387369328e+00,2.824969198705873721e-02,3.872920533400310283e+00
1.000000000000000000e+02,2.000000000000000000e+00,8.879227053140085202e-01,4.000764629310432419e+00,2.853980812559244601e-02,3.872224821184839794e+00
1.010000000000000000e+02,2.000000000000000000e+00,8.876811594202886901e-01,4.000359182358069532e+00,2.882276127114375558e-02,3.871536421086925639e+00
1.020000000000000000e+02,2.000000000000000000e+00,8.874396135265688601e-01,3.999953884796532577e+00,2.909872827863954625e-02,3.870855156517893025e+00
1.030000000000000000e+02,2.000000000000000000e+00,8.871980676328490301e-01,3.999548736891722633e+00,2.936788163644298705e-02,3.870180855255279440e+00
1.040000000000000000e+02,2.000000000000000000e+00,8.869565217391292000e-01,3.999143738909199275e+00,2.963038957416438968e-02,3.869513349335034658e+00
1.050000000000000000e+02,2.000000000000000000e+00,8.867149758454093700e-01,3.998738891114177019e+00,2.988641616781019181e-02,3.868852474946366637e+00
1.060000000000000000e+02,2.000000000000000000e+00,8.864734299516895399e-01,3.998334193771523548e+00,3.013612144233579135e-02,3.868198072329187553e+00
1.070000000000000000e+02,2.000000000000000000e+00,8.862318840579697099e-01,3.997929647145760601e+00,3.037966147166636446e-02,3.867549985674094248e+00
1.080000000000000000e+02,2.000000000000000000e+00,8.859903381642498799e-01,3.997525251501060417e+00,3.061718847624814513e-02,3.866908063024812048e+00
1.090000000000000000e+02,2.000000000000000000e+00,8.857487922705300498e-01,3.997121007101252843e+00,3.084885091819115216e-02,3.866272156183061526e+00
1.100000000000000000e+02,2.000000000000000000e+00,8.855072463768102198e-01,3.996716914209813343e+00,3.107479359406285779e-02,3.865642120615750521e+00
1.110000000000000000e+02,2.000000000000000000e+00,8.852657004830903897e-01,3.996312973089871434e+00,3.129515772539073759e-02,3.865017815364480747e+00
1.120000000000000000e+02,2.000000000000000000e+00,8.850241545893705597e-01,3.995909184004206693e+00,3.151008104693032996e-02,3.864399102957276178e+00
1.130000000000000000e+02,2.000000000000000000e+00,8.847826086956507297e-01,3.995505547215249198e+00,3.171969789275394525e-02,3.863785849322495025e+00
1.140000000000000000e+02,2.000000000000000000e+00,8.845410628019308996e-01,3.995102062985077307e+00,3.192413928021383546e-02,3.863177923704863570e+00
1.150000000000000000e+02,2.000000000000000000e+00,8.842995169082110696e-01,3.994698731575417217e+00,3.212353299183228622e-02,3.862575198583584779e+00
1.160000000000000000e+02,2.000000000000000000e+00,8.840579710144912395e-01,3.994295553247644737e+00,3.231800365516988155e-02,3.861977549592474634e+00
1.170000000000000000e+02,2.000000000000000000e+00,8.838164251207714095e-01,3.993892528262782182e+00,3.250767282072176273e-02,3.861384855442060449e+00
1.180000000000000000e+02,2.000000000000000000e+00,8.835748792270515795e-01,3.993489656881499261e+00,3.269265903789065481e-02,3.860796997843608303e+00
1.190000000000000000e+02,2.000000000000000000e+00,8.833333333333317494e-01,3.993086939364111299e+00,3.287307792908410187e-02,3.860213861435027205e+00
1.200000000000000000e+02,2.000000000000000000e+00,8.830917874396119194e-01,3.992684375970579236e+00,3.304904226198223521e-02,3.859635333708597127e+00
1.210000000000000000e+02,2.000000000000000000e+00,8.828502415458920893e-01,3.992281966960510520e+00,3.322066202002123964e-02,3.859061304940489379e+00
1.220000000000000000e+02,2.000000000000000000e+00,8.826086956521722593e-01,3.991879712593153329e+00,3.338804447113657980e-02,3.858491668122016716e+00
1.230000000000000000e+02,2.000000000000000000e+00,8.823671497584524293e-01,3.991477613127403679e+00,3.355129423480897322e-02,3.857926318892594519e+00
1.240000000000000000e+02,2.000000000000000000e+00,8.821256038647325992e-01,3.991075668821798317e+00,3.371051334745493733e-02,3.857365155474343332e+00
1.250000000000000000e+02,2.000000000000000000e+00,8.818840579710127692e-01,3.990673879934517831e+00,3.386580132620290590e-02,3.856808078608314982e+00
1.260000000000000000e+02,2.000000000000000000e+00,8.816425120772929391e-01,3.990272246723384431e+00,3.401725523109463967e-02,3.856254991492289896e+00
1.270000000000000000e+02,2.000000000000000000e+00,8.814009661835731091e-01,3.989870769445861498e+00,3.416496972575094881e-02,3.855705799720110516e+00
1.280000000000000000e+02,2.000000000000000000e+00,8.811594202898532791e-01,3.989469448359054926e+00,3.430903713653950249e-02,3.855160411222515293e+00
1.290000000000000000e+02,2.000000000000000000e+00,8.809178743961334490e-01,3.989068283719706898e+00,3.444954751028183465e-02,3.854618736209424856e+00
1.300000000000000000e+02,2.000000000000000000e+00,8.806763285024136190e-01,3.988667275784202548e+00,3.458658867053553826e-02,3.854080687113667025e+00
1.310000000000000000e+02,2.000000000000000000e+00,8.804347826086937889e-01,3.988266424808565969e+00,3.472024627248683493e-02,3.853546178536078948e+00
1.320000000000000000e+02,2.000000000000000000e+00,8.801932367149739589e-01,3.987865731048458873e+00,3.485060385648787451e-02,3.853015127191970812e+00
1.330000000000000000e+02,2.000000000000000000e+00,8.799516908212541288e-01,3.987465194759180598e+00,3.497774290027215460e-02,3.852487451858908507e+00
1.340000000000000000e+02,2.000000000000000000e+00,8.797101449275342988e-01,3.987064816195668104e+00,3.510174286988076986e-02,3.851963073325787246e+00
1.350000000000000000e+02,2.000000000000000000e+00,8.794685990338144688e-01,3.986664595612496420e+00,3.522268126933126436e-02,3.851441914343165074e+00
1.360000000000000000e+02,2.000000000000000000e+00,8.792270531400946387e-01,3.986264533263873311e+00,3.534063368906017327e-02,3.850923899574813181e+00
1.370000000000000000e+02,2.000000000000000000e+00,8.789855072463748087e-01,3.985864629403645054e+00,3.545567385316950038e-02,3.850408955550475465e+00
1.380000000000000000e+02,2.000000000000000000e+00,8.787439613526549786e-01,3.985464884285291998e+00,3.556787366550669127e-02,3.849897010619785398e+00
1.390000000000000000e+02,2.000000000000000000e+00,8.785024154589351486e-01,3.985065298161929004e+00,3.567730325460687774e-02,3.849387994907321975e+00
1.400000000000000000e+02,2.000000000000000000e+00,8.782608695652153186e-01,3.984665871286305450e+00,3.578403101752547499e-02,3.848881840268779886e+00
1.410000000000000000e+02,2.000000000000000000e+00,8.780193236714954885e-01,3.984266603910799898e+00,3.588812366258859604e-02,3.848378480248211275e+00
1.420000000000000000e+02,2.000000000000000000e+00,8.777777777777756585e-01,3.983867496287430310e+00,3.598964625108790061e-02,3.847877850036342195e+00
1.430000000000000000e+02,2.000000000000000000e+00,8.775362318840558284e-01,3.983468548667840725e+00,3.608866223794604533e-02,3.847379886429894480e+00
1.440000000000000000e+02,2.000000000000000000e+00,8.772946859903359984e-01,3.983069761303309253e+00,3.618523351137806210e-02,3.846884527791931241e+00
1.450000000000000000e+02,2.000000000000000000e+00,8.770531400966161684e-01,3.982671134444744521e+00,3.627942043157350582e-02,3.846391714013170926e+00
1.460000000000000000e+02,2.000000000000000000e+00,8.768115942028963383e-01,3.982272668342686117e+00,3.637128186842354671e-02,3.845901386474262384e+00
1.470000000000000000e+02,2.000000000000000000e+00,8.765700483091765083e-01,3.981874363247302817e+00,3.646087523831655769e-02,3.845413488008986302e+00
1.480000000000000000e+02,2.000000000000000000e+00,8.763285024154566782e-01,3.981476219408390804e+00,3.654825654002522711e-02,3.844927962868365690e+00
1.490000000000000000e+02,2.000000000000000000e+00,8.760869565217368482e-01,3.981078237075378556e+00,3.663348038970763026e-02,3.844444756685670761e+00
1.500000000000000000e+02,2.000000000000000000e+00,8.758454106280170182e-01,3.980680416497318852e+00,3.671660005504409630e-02,3.843963816442274695e+00
1.510000000000000000e+02,2.000000000000000000e+00,8.756038647342971881e-01,3.980282757922894099e+00,3.679766748853122854e-02,3.843485090434362927e+00
1.520000000000000000e+02,2.000000000000000000e+00,8.753623188405773581e-01,3.979885261600413227e+00,3.687673335995392265e-02,3.843008528240459132e+00
1.530000000000000000e+02,2.000000000000000000e+00,8.751207729468575280e-01,3.979487927777810352e+00,3.695384708805563717e-02,3.842534080689754550e+00
1.540000000000000000e+02,2.000000000000000000e+00,8.748792270531376980e-01,3.979090756702647891e+00,3.702905687142669239e-02,3.842061699831221144e+00
1.550000000000000000e+02,2.000000000000000000e+00,8.746376811594178680e-01,3.978693748622109005e+00,3.710240971862999171e-02,3.841591338903478814e+00
1.560000000000000000e+02,2.000000000000000000e+00,8.743961352656980379e-01,3.978296903783005600e+00,3.717395147758286583e-02,3.841122952305422444e+00
1.570000000000000000e+02,2.000000000000000000e+00,8.741545893719782079e-01,3.977900222431772104e+00,3.724372686421354578e-02,3.840656495567558615e+00
1.580000000000000000e+02,2.000000000000000000e+00,8.739130434782583778e-01,3.977503704814465468e+00,3.731177949041005609e-02,3.840191925324055511e+00
1.590000000000000000e+02,2.000000000000000000e+00,8.736714975845385478e-01,3.977107351176766947e+00,3.737815189127906973e-02,3.839729199285487837e+00
1.600000000000000000e+02,2.000000000000000000e+00,8.734299516908187178e-01,3.976711161763978986e+00,3.744288555173173882e-02,3.839268276212246978e+00
1.610000000000000000e+02,2.000000000000000000e+00,8.731884057970988877e-01,3.976315136821027885e+00,3.750602093241310608e-02,3.838809115888614620e+00
1.620000000000000000e+02,2.000000000000000000e+00,8.729468599033790577e-01,3.975919276592457141e+00,3.756759749499132689e-02,3.838351679097465663e+00
1.630000000000000000e+02,2.000000000000000000e+00,8.727053140096592276e-01,3.975523581322434108e+00,3.762765372682249504e-02,3.837895927595611489e+00
1.640000000000000000e+02,2.000000000000000000e+00,8.724637681159393976e-01,3.975128051254745554e+00,3.768622716500650421e-02,3.837441824089738773e+00
1.650000000000000000e+02,2.000000000000000000e+00,8.722222222222195676e-01,3.974732686632797218e+00,3.774335441984894707e-02,3.836989332212948245e+00
1.660000000000000000e+02,2.000000000000000000e+00,8.719806763284997375e-01,3.974337487699613813e+00,3.779907119774374852e-02,3.836538416501869886e+00
1.670000000000000000e+02,2.000000000000000000e+00,8.717391304347799075e-01,3.973942454697838578e+00,3.785341232349083429e-02,3.836089042374347446e+00
1.680000000000000000e+02,2.000000000000000000e+00,8.714975845410600774e-01,3.973547587869734166e+00,3.790641176206274027e-02,3.835641176107671413e+00
1.690000000000000000e+02,2.000000000000000000e+00,8.712560386473402474e-01,3.973152887457175986e+00,3.795810263983386001e-02,3.835194784817342217e+00
1.700000000000000000e+02,2.000000000000000000e+00,8.710144927536204174e-01,3.972758353701661083e+00,3.800851726528547969e-02,3.834749836436375681e+00
1.710000000000000000e+02,2.000000000000000000e+00,8.707729468599005873e-01,3.972363986844299255e+00,3.805768714919963852e-02,3.834306299695099618e+00
1.720000000000000000e+02,2.000000000000000000e+00,8.705314009661807573e-01,3.971969787125818385e+00,3.810564302435440198e-02,3.833864144101463811e+00
1.730000000000000000e+02,2.000000000000000000e+00,8.702898550724609272e-01,3.971575754786559997e+00,3.815241486473283650e-02,3.833423339921826933e+00
1.740000000000000000e+02,2.000000000000000000e+00,8.700483091787410972e-01,3.971181890066479259e+00,3.819803190425773154e-02,3.832983858162221313e+00
1.750000000000000000e+02,2.000000000000000000e+00,8.698067632850212672e-01,3.970788193205148087e+00,3.824252265506374732e-02,3.832545670550084438e+00
1.760000000000000000e+02,2.000000000000000000e+00,8.695652173913014371e-01,3.970394664441748045e+00,3.828591492531843721e-02,3.832108749516429658e+00
1.770000000000000000e+02,2.000000000000000000e+00,8.693236714975816071e-01,3.970001304015076116e+00,3.832823583660324718e-02,3.831673068178472974e+00
1.780000000000000000e+02,2.000000000000000000e+00,8.690821256038617770e-01,3.969608112163541147e+00,3.836951184086539318e-02,3.831238600322675492e+00
1.790000000000000000e+02,2.000000000000000000e+00,8.688405797101419470e-01,3.969215089125162521e+00,3.840976873695119143e-02,3.830805320388211310e+00
1.800000000000000000e+02,2.000000000000000000e+00,8.685990338164221169e-01,3.968822235137573706e+00,3.844903168673115962e-02,3.830373203450842645e+00
1.810000000000000000e+02,2.000000000000000000e+00,8.683574879227022869e-01,3.968429550438013376e+00,3.848732523082703388e-02,3.829942225207186191e+00
1.820000000000000000e+02,2.000000000000000000e+00,8.681159420289824569e-01,3.968037035263336954e+00,3.852467330395043660e-02,3.829512361959386268e+00
1.830000000000000000e+02,2.000000000000000000e+00,8.678743961352626268e-01,3.967644689850003736e+00,3.856109924986284715e-02,3.829083590600140585e+00
1.840000000000000000e+02,2.000000000000000000e+00,8.676328502415427968e-01,3.967252514434085331e+00,3.859662583596622926e-02,3.828655888598119006e+00
1.850000000000000000e+02,2.000000000000000000e+00,8.673913043478229667e-01,3.966860509251260769e+00,3.863127526753339092e-02,3.828229233983727386e+00
1.860000000000000000e+02,2.000000000000000000e+00,8.671497584541031367e-01,3.966468674536816952e+00,3.866506920158698651e-02,3.827803605335229786e+00
1.870000000000000000e+02,2.000000000000000000e+00,8.669082125603833067e-01,3.966077010525648650e+00,3.869802876043589024e-02,3.827378981765212629e+00
1.880000000000000000e+02,2.000000000000000000e+00,8.666666666666634766e-01,3.965685517452254949e+00,3.873017454487730910e-02,3.826955342907377489e+00
1.890000000000000000e+02,2.000000000000000000e+00,8.664251207729436466e-01,3.965294195550745915e+00,3.876152664707294832e-02,3.826532668903672718e+00
1.900000000000000000e+02,2.000000000000000000e+00,8.661835748792238165e-01,3.964903045054832820e+00,3.879210466310728522e-02,3.826110940391725279e+00
1.910000000000000000e+02,2.000000000000000000e+00,8.659420289855039865e-01,3.964512066197834805e+00,3.882192770523573699e-02,3.825690138492598980e+00
1.920000000000000000e+02,2.000000000000000000e+00,8.657004830917841565e-01,3.964121259212674442e+00,3.885101441383045223e-02,3.825270244798844033e+00
